education,workclass,occupation,salary-class,race,native-country,sex,marital-status,age
Bachelors,Private,Exec-managerial,>50K,White,United-States,Female,Divorced,57
HS-grad,Private,Sales,<=50K,White,United-States,Female,Divorced,39
Some-college,Federal-gov,Adm-clerical,<=50K,White,United-States,Female,Never-married,26
11th,Private,Other-service,<=50K,White,United-States,Male,Never-married,17
Assoc-voc,State-gov,Machine-op-inspct,>50K,White,United-States,Male,Married-civ-spouse,40
HS-grad,Private,Machine-op-inspct,<=50K,Black,United-States,Male,Married-civ-spouse,45
HS-grad,Private,Craft-repair,<=50K,Black,United-States,Male,Never-married,44
Some-college,Local-gov,Adm-clerical,<=50K,White,United-States,Female,Never-married,20
HS-grad,Private,Craft-repair,<=50K,White,United-States,Female,Married-civ-spouse,33
Some-college,Private,Sales,<=50K,White,United-States,Male,Never-married,23
Masters,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Male,Divorced,46
HS-grad,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,38
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Divorced,54
5th-6th,Private,Craft-repair,<=50K,White,United-States,Female,Divorced,46
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,25
Some-college,Private,Sales,<=50K,White,United-States,Female,Divorced,46
Some-college,Local-gov,Transport-moving,<=50K,White,United-States,Female,Married-civ-spouse,36
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,23
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Separated,29
Some-college,Private,Adm-clerical,>50K,White,United-States,Female,Married-civ-spouse,44
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,19
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,19
HS-grad,Private,Other-service,>50K,White,United-States,Female,Married-civ-spouse,35
Bachelors,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,27
Assoc-acdm,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Separated,46
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,34
Some-college,Private,Tech-support,<=50K,White,United-States,Male,Married-civ-spouse,44
Some-college,Private,Handlers-cleaners,<=50K,White,United-States,Female,Divorced,45
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,25
Bachelors,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,52
Some-college,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,20
Some-college,Private,Other-service,<=50K,White,United-States,Female,Never-married,28
Bachelors,State-gov,Protective-serv,>50K,White,United-States,Male,Married-civ-spouse,50
Assoc-voc,Private,Tech-support,<=50K,White,United-States,Female,Divorced,34
7th-8th,Private,Handlers-cleaners,<=50K,Other,Puerto-Rico,Male,Married-civ-spouse,28
Masters,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,41
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,28
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,46
Some-college,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,32
Some-college,Local-gov,Other-service,<=50K,Black,United-States,Female,Divorced,41
HS-grad,Private,Handlers-cleaners,<=50K,Black,United-States,Female,Never-married,24
Some-college,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,33
Doctorate,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,46
Some-college,State-gov,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,31
12th,Private,Craft-repair,>50K,White,United-States,Male,Divorced,35
1st-4th,Private,Machine-op-inspct,<=50K,White,Mexico,Male,Married-civ-spouse,52
11th,Private,Other-service,<=50K,White,United-States,Female,Never-married,30
11th,Local-gov,Machine-op-inspct,<=50K,Black,United-States,Male,Separated,34
HS-grad,State-gov,Transport-moving,<=50K,White,United-States,Female,Divorced,34
Some-college,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,20
11th,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,17
Bachelors,State-gov,Exec-managerial,>50K,White,United-States,Female,Married-civ-spouse,32
HS-grad,Private,Farming-fishing,<=50K,White,United-States,Male,Divorced,29
10th,Private,Craft-repair,<=50K,White,United-States,Female,Never-married,33
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,25
Masters,Federal-gov,Prof-specialty,<=50K,White,United-States,Male,Never-married,36
HS-grad,Private,Handlers-cleaners,<=50K,White,Dominican-Republic,Male,Never-married,23
HS-grad,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,63
Masters,Local-gov,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,47
Bachelors,Self-emp-not-inc,Prof-specialty,<=50K,White,United-States,Female,Married-spouse-absent,40
Assoc-acdm,Private,Other-service,>50K,White,United-States,Female,Married-civ-spouse,30
Some-college,Private,Craft-repair,<=50K,Asian-Pac-Islander,Philippines,Male,Never-married,27
Masters,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,33
HS-grad,Local-gov,Farming-fishing,<=50K,Black,United-States,Male,Never-married,34
Some-college,Local-gov,Protective-serv,<=50K,White,United-States,Female,Never-married,34
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,23
Some-college,Local-gov,Adm-clerical,<=50K,White,United-States,Female,Married-civ-spouse,42
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Never-married,29
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,45
HS-grad,Federal-gov,Armed-Forces,<=50K,White,United-States,Male,Never-married,24
Some-college,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,44
9th,Private,Craft-repair,<=50K,White,Mexico,Male,Never-married,27
Some-college,Private,Sales,<=50K,White,United-States,Male,Never-married,20
HS-grad,Private,Exec-managerial,<=50K,Black,United-States,Female,Widowed,44
HS-grad,Private,Craft-repair,<=50K,Amer-Indian-Eskimo,United-States,Male,Married-civ-spouse,51
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,20
HS-grad,Private,Machine-op-inspct,<=50K,Black,United-States,Female,Never-married,19
Some-college,Self-emp-inc,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,45
HS-grad,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,60
HS-grad,Self-emp-not-inc,Sales,>50K,White,United-States,Female,Married-civ-spouse,44
Assoc-voc,Private,Machine-op-inspct,>50K,Asian-Pac-Islander,United-States,Male,Married-civ-spouse,40
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Female,Married-civ-spouse,30
Some-college,Private,Transport-moving,<=50K,Black,United-States,Male,Married-civ-spouse,38
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,23
Assoc-acdm,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,44
HS-grad,Local-gov,Transport-moving,<=50K,Black,United-States,Male,Married-civ-spouse,54
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,32
1st-4th,Private,Craft-repair,<=50K,White,United-States,Male,Married-spouse-absent,50
Bachelors,Private,Tech-support,<=50K,White,United-States,Female,Never-married,24
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Married-civ-spouse,37
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Divorced,52
Some-college,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,38
Masters,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,49
Bachelors,Private,Tech-support,>50K,White,United-States,Female,Married-civ-spouse,30
Some-college,Private,Prof-specialty,>50K,White,United-States,Male,Never-married,60
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,35
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Never-married,30
Assoc-voc,Private,Other-service,<=50K,White,United-States,Female,Divorced,67
Bachelors,Private,Craft-repair,<=50K,White,United-States,Female,Never-married,46
9th,Private,Other-service,<=50K,White,United-States,Male,Never-married,17
Some-college,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,22
10th,Private,Other-service,<=50K,White,United-States,Male,Never-married,27
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,23
Assoc-acdm,Private,Craft-repair,<=50K,White,Portugal,Male,Married-civ-spouse,33
Some-college,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,43
Bachelors,State-gov,Prof-specialty,<=50K,White,United-States,Male,Never-married,28
HS-grad,Private,Craft-repair,<=50K,White,United-States,Female,Married-spouse-absent,41
Some-college,Private,Adm-clerical,<=50K,Black,United-States,Female,Married-spouse-absent,25
HS-grad,Local-gov,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,59
Bachelors,Local-gov,Prof-specialty,<=50K,White,United-States,Female,Divorced,45
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,38
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,40
HS-grad,Federal-gov,Adm-clerical,<=50K,White,United-States,Male,Divorced,46
Assoc-acdm,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,35
HS-grad,Private,Prof-specialty,<=50K,White,United-States,Female,Divorced,34
Bachelors,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,33
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,41
Some-college,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,20
5th-6th,Private,Other-service,<=50K,White,El-Salvador,Male,Never-married,23
Some-college,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,26
HS-grad,Local-gov,Farming-fishing,<=50K,White,Poland,Male,Never-married,23
HS-grad,Local-gov,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,62
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,52
Some-college,Private,Other-service,<=50K,White,France,Female,Divorced,58
Bachelors,Private,Sales,<=50K,White,United-States,Female,Never-married,25
Bachelors,Private,Exec-managerial,<=50K,Black,United-States,Male,Never-married,24
Some-college,Private,Protective-serv,<=50K,White,United-States,Male,Never-married,19
Some-college,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,43
HS-grad,Local-gov,Adm-clerical,<=50K,Black,United-States,Female,Separated,47
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Divorced,39
Assoc-voc,Private,Handlers-cleaners,<=50K,White,United-States,Male,Married-spouse-absent,49
Assoc-voc,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,32
Some-college,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,34
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,28
Some-college,Private,Adm-clerical,<=50K,Amer-Indian-Eskimo,United-States,Female,Never-married,25
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,34
Bachelors,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,38
HS-grad,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,50
Some-college,Local-gov,Handlers-cleaners,<=50K,Black,United-States,Male,Divorced,24
Some-college,Local-gov,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,37
Some-college,Private,Machine-op-inspct,>50K,White,United-States,Male,Divorced,44
Some-college,Private,Sales,<=50K,White,United-States,Female,Married-civ-spouse,28
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,42
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,74
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,38
Masters,Self-emp-not-inc,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,44
11th,Private,Machine-op-inspct,<=50K,Other,Puerto-Rico,Female,Divorced,44
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,26
HS-grad,Private,Other-service,<=50K,Black,United-States,Male,Married-civ-spouse,36
Assoc-acdm,Private,Exec-managerial,>50K,White,United-States,Female,Married-civ-spouse,41
Prof-school,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,67
12th,Local-gov,Tech-support,<=50K,White,United-States,Male,Married-civ-spouse,39
1st-4th,Private,Priv-house-serv,<=50K,Black,United-States,Female,Widowed,57
Assoc-voc,Private,Craft-repair,<=50K,White,United-States,Male,Separated,29
Bachelors,Self-emp-inc,Farming-fishing,<=50K,White,United-States,Female,Never-married,31
Some-college,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,44
Doctorate,Private,Prof-specialty,<=50K,White,United-States,Male,Never-married,29
Some-college,Private,Handlers-cleaners,<=50K,White,United-States,Female,Never-married,30
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Never-married,27
Some-college,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,27
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Female,Never-married,32
10th,Private,Other-service,<=50K,White,United-States,Female,Married-civ-spouse,58
Some-college,Local-gov,Protective-serv,<=50K,White,United-States,Male,Married-civ-spouse,35
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,21
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,28
Some-college,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Male,Divorced,46
HS-grad,Self-emp-not-inc,Other-service,<=50K,White,United-States,Female,Separated,36
11th,Private,Adm-clerical,<=50K,White,United-States,Female,Widowed,72
HS-grad,Private,Machine-op-inspct,<=50K,Black,United-States,Female,Married-civ-spouse,35
Assoc-voc,Federal-gov,Craft-repair,>50K,Black,United-States,Female,Divorced,33
11th,Private,Machine-op-inspct,<=50K,White,United-States,Female,Never-married,69
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,35
HS-grad,Private,Tech-support,<=50K,White,United-States,Female,Married-civ-spouse,34
11th,Private,Other-service,<=50K,White,Mexico,Male,Married-civ-spouse,30
Bachelors,Private,Transport-moving,<=50K,White,United-States,Male,Never-married,28
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,54
Some-college,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,47
HS-grad,Private,Handlers-cleaners,<=50K,Black,United-States,Female,Never-married,24
Bachelors,Self-emp-not-inc,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,52
HS-grad,Private,Handlers-cleaners,<=50K,Amer-Indian-Eskimo,United-States,Male,Never-married,20
Masters,Self-emp-inc,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,43
7th-8th,Private,Other-service,<=50K,White,Mexico,Female,Separated,45
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Separated,29
Masters,Private,Exec-managerial,<=50K,White,United-States,Male,Divorced,47
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,24
HS-grad,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,51
11th,Private,Sales,<=50K,White,United-States,Male,Never-married,17
Assoc-voc,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,37
Doctorate,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,27
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,29
Assoc-acdm,Self-emp-not-inc,Sales,<=50K,White,United-States,Female,Divorced,36
Bachelors,Local-gov,Prof-specialty,<=50K,White,United-States,Female,Never-married,58
Some-college,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,26
HS-grad,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,57
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,59
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,27
Bachelors,Self-emp-not-inc,Tech-support,<=50K,White,United-States,Male,Never-married,31
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,21
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,29
11th,Private,Other-service,<=50K,White,United-States,Male,Never-married,18
10th,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,52
Bachelors,Self-emp-inc,Prof-specialty,<=50K,White,United-States,Male,Divorced,57
7th-8th,Private,Transport-moving,>50K,White,United-States,Male,Never-married,60
Bachelors,Private,Prof-specialty,>50K,White,Canada,Male,Married-civ-spouse,31
